,Churn,Sexo_Biologico,Tiene_Tercera_Edad,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Tiene_Telefonia,Tiene_Multiples_Lineas,Servicio_Internet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Tipo_Contrato,PaperlessBilling,Metodo_Pago,Cuentas_Mensual,Cuentas_Total,Cuentas_Diarias,Tiene_Internet,Nro_Servicios
1956,1,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.05,78.05,2.6,1,3
1957,1,1,1,1,0,24,0,0,DSL,1,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),39.1,971.3,1.3,1,3
1958,0,1,0,0,0,21,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,36.0,780.15,1.2,1,3
1959,0,0,0,0,0,11,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,58.95,601.6,1.96,1,4
1960,0,0,1,0,0,50,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.95,5222.35,3.5,1,7
1961,0,1,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.45,270.2,0.65,0,1
1962,0,0,0,1,1,64,1,1,Fiber optic,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),110.3,6997.3,3.68,1,8
1963,0,1,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.35,253.8,2.68,1,3
1964,0,1,0,0,1,71,1,1,Fiber optic,1,1,0,0,0,0,One year,1,Credit card (automatic),85.45,6028.95,2.85,1,5
1965,0,0,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.15,238.15,0.67,0,1
1966,0,0,0,0,0,1,1,0,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Mailed check,83.4,83.4,2.78,1,5
1967,0,1,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.5,76.95,0.68,0,1
1968,1,1,0,1,0,53,0,0,DSL,0,1,1,1,1,1,One year,1,Electronic check,60.45,3184.25,2.02,1,6
1969,0,0,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.95,927.1,0.66,0,1
1970,0,1,0,1,1,63,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),80.3,4896.35,2.68,1,4
1971,0,1,0,1,0,71,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),108.55,7616.0,3.62,1,8
1972,0,0,1,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,341.6,2.31,1,2
1973,0,0,0,1,1,65,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.3,1748.55,0.84,0,2
1974,0,1,0,0,0,42,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,100.3,4222.95,3.34,1,6
1975,0,0,0,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,74.75,238.1,2.49,1,3
1976,0,1,0,0,0,24,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,54.95,1348.5,1.83,1,4
1977,0,1,0,0,1,66,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.55,1357.1,0.68,0,1
1978,0,0,0,0,0,25,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.8,475.2,0.66,0,1
1979,0,0,0,1,1,56,1,1,Fiber optic,0,1,1,1,0,1,One year,1,Credit card (automatic),99.75,5608.4,3.32,1,7
1980,0,1,1,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.1,5376.4,3.5,1,7
1981,0,0,0,1,1,23,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.1,611.45,0.84,0,2
1982,0,0,0,1,0,25,1,1,No,0,0,0,0,0,0,One year,1,Mailed check,26.8,733.55,0.89,0,2
1983,0,0,0,0,0,32,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.35,3334.9,3.38,1,6
1984,1,0,0,0,0,16,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,50.15,762.25,1.67,1,3
1985,0,0,1,1,1,23,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),88.45,2130.55,2.95,1,5
1986,0,1,0,0,0,26,0,0,DSL,1,0,0,1,1,1,One year,0,Credit card (automatic),54.55,1362.85,1.82,1,5
1987,0,0,0,1,0,49,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),20.05,923.1,0.67,0,1
1988,0,1,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0.67,0,1
1989,1,1,1,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.25,331.9,2.34,1,2
1990,0,0,0,0,0,50,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.4,1023.95,0.65,0,1
1991,1,1,0,0,0,13,0,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),45.55,597.0,1.52,1,4
1992,0,0,0,1,1,28,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,543.0,0.66,0,1
1993,0,0,0,0,1,49,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.45,921.3,0.65,0,1
1994,0,0,0,0,0,18,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),95.05,1679.4,3.17,1,6
1995,0,0,0,1,1,72,1,1,DSL,1,0,1,0,1,0,Two year,1,Bank transfer (automatic),71.45,5025.85,2.38,1,6
1996,0,0,0,1,1,37,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.25,3314.15,3.18,1,5
1997,0,1,1,1,0,7,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),29.8,220.45,0.99,1,2
1998,0,1,0,1,0,45,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),81.4,3775.85,2.71,1,4
1999,0,1,0,0,0,19,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.0,865.85,1.5,1,2
2000,0,1,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.8,572.2,0.66,0,1
2001,0,1,0,1,1,61,1,0,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),103.9,6449.15,3.46,1,7
2002,0,1,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.9,199.75,1.53,1,2
2003,0,0,0,0,0,38,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,103.65,3988.5,3.46,1,7
2004,0,0,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.9,57.4,0.66,0,1
2005,1,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.05,45.05,1.5,1,2
2006,0,0,0,0,0,15,0,0,DSL,1,1,1,1,0,0,One year,0,Mailed check,45.9,693.45,1.53,1,5
2007,1,1,0,0,0,71,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,108.05,7532.15,3.6,1,8
2008,1,1,0,1,0,52,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,84.1,4348.65,2.8,1,4
2009,1,0,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.65,38.7,0.69,0,1
2010,1,1,1,1,0,24,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,93.15,2231.05,3.1,1,5
2011,0,1,0,0,0,43,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.35,3161.4,2.51,1,3
2012,1,1,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),46.05,80.35,1.54,1,2
2013,0,1,0,0,0,24,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,49.7,1218.25,1.66,1,3
2014,1,1,1,1,0,41,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.8,4259.3,3.33,1,6
2015,1,0,0,1,1,14,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,87.25,1258.6,2.91,1,5
2016,0,0,0,1,0,64,1,0,DSL,0,1,1,1,0,1,Two year,1,Mailed check,68.3,4378.8,2.28,1,6
2017,0,1,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.4,1363.25,0.65,0,1
2018,0,0,0,0,0,27,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,56.15,1439.35,1.87,1,4
2019,0,1,1,0,0,35,1,0,DSL,0,0,1,1,1,1,One year,1,Electronic check,73.0,2471.25,2.43,1,6
2020,0,1,0,0,1,1,1,0,DSL,0,0,0,1,0,1,Month-to-month,1,Mailed check,59.55,59.55,1.98,1,4
2022,1,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,68.65,68.65,2.29,1,2
2023,1,1,1,0,0,43,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,89.55,3856.75,2.98,1,4
2024,0,0,1,1,0,53,1,1,Fiber optic,0,0,0,0,1,1,One year,1,Credit card (automatic),95.85,5016.25,3.2,1,5
2025,1,0,0,0,1,17,1,1,DSL,0,0,1,0,0,0,One year,1,Mailed check,55.85,937.5,1.86,1,4
2026,1,0,1,0,0,20,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.8,1727.5,2.86,1,4
2027,0,1,0,0,0,6,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.15,124.4,0.64,0,1
2028,0,1,0,0,1,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.7,24.7,0.82,1,1
2029,0,0,0,0,0,61,1,1,DSL,1,1,1,1,1,1,Two year,0,Electronic check,89.65,5308.7,2.99,1,9
2030,1,0,1,0,0,4,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.2,346.2,2.97,1,5
2031,0,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,19.55,0.65,0,1
2032,1,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.5,80.5,2.68,1,3
2033,0,0,0,1,1,68,1,1,Fiber optic,0,1,0,1,0,0,One year,1,Bank transfer (automatic),83.65,5733.4,2.79,1,5
2034,1,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.25,79.25,2.64,1,3
2035,1,0,0,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,80.6,155.8,2.69,1,4
2036,1,0,0,0,0,45,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),89.3,4016.85,2.98,1,5
2037,1,0,0,1,1,40,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,84.85,3303.05,2.83,1,5
2038,0,0,0,0,0,34,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,105.1,3634.8,3.5,1,7
2039,0,0,0,0,0,13,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.95,1215.65,2.86,1,4
2040,1,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,20.25,0.68,0,1
2041,0,0,0,1,1,35,0,0,DSL,0,0,0,1,1,0,One year,0,Mailed check,40.9,1383.6,1.36,1,3
2042,0,1,0,1,1,35,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.9,666.0,0.66,0,1
2043,0,1,1,1,0,72,1,1,Fiber optic,1,1,1,0,0,1,Two year,1,Credit card (automatic),102.65,7550.3,3.42,1,7
2044,0,1,1,1,0,2,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.2,140.1,2.47,1,3
2045,0,0,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.45,227.45,0.65,0,1
2046,0,1,0,1,1,69,1,0,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),75.75,5388.15,2.52,1,7
2047,0,1,1,0,0,57,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),104.9,5913.95,3.5,1,7
2048,1,0,0,1,0,35,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,2416.55,2.34,1,2
2049,0,1,0,1,1,69,1,1,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),86.9,6194.1,2.9,1,8
2050,1,0,0,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,107.5,6873.75,3.58,1,7
2051,0,0,0,0,1,41,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),45.2,1841.9,1.51,1,2
2052,0,0,0,1,1,47,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),21.3,1041.8,0.71,0,1
2053,1,1,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),117.8,8684.8,3.93,1,9
2054,0,0,0,0,0,59,1,1,DSL,1,1,1,1,0,1,One year,0,Credit card (automatic),79.85,4786.1,2.66,1,8
2055,0,0,0,1,1,18,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,309.25,0.64,0,1
2056,1,0,0,1,0,25,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),34.0,853.0,1.13,1,2
2057,0,1,0,1,0,40,1,0,Fiber optic,0,1,1,0,0,0,One year,0,Electronic check,80.8,3132.75,2.69,1,4
2058,0,1,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,146.65,2.33,1,2
2059,1,0,0,1,1,21,0,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,55.95,1157.05,1.86,1,5
2060,0,1,0,1,1,68,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),101.05,6770.5,3.37,1,6
2061,0,0,1,1,0,70,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.55,1462.05,0.65,0,1
2062,0,1,0,1,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.55,44.55,1.48,1,2
2063,0,0,0,1,0,72,1,1,Fiber optic,1,1,0,0,0,0,Two year,1,Bank transfer (automatic),84.05,6052.25,2.8,1,5
2064,0,0,0,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),70.4,154.8,2.35,1,2
2065,0,0,0,1,1,11,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.6,233.9,0.69,0,1
2066,0,0,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.95,1468.9,0.83,0,2
2067,0,0,0,0,0,36,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),34.85,1267.2,1.16,1,3
2068,0,1,0,0,0,37,1,1,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),90.6,3358.65,3.02,1,9
2069,1,0,0,1,0,39,0,0,DSL,1,0,1,0,1,1,Month-to-month,0,Electronic check,55.9,2184.35,1.86,1,5
2070,0,1,0,0,1,18,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),80.55,1406.65,2.68,1,4
2071,0,1,0,0,0,19,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,84.75,1651.95,2.82,1,5
2072,1,0,0,0,0,4,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),76.65,333.6,2.56,1,3
2073,0,1,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),69.95,69.95,2.33,1,2
2074,0,0,1,1,0,38,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,83.45,3147.15,2.78,1,4
2075,0,1,0,1,1,0,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.7,19.7,0.66,0,1
2076,0,1,0,1,0,56,1,1,Fiber optic,1,0,0,0,1,1,One year,1,Electronic check,100.55,5514.95,3.35,1,6
2077,0,0,0,0,0,30,1,1,DSL,0,1,1,0,1,0,One year,1,Credit card (automatic),68.95,2038.7,2.3,1,6
2078,0,1,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),88.7,6501.35,2.96,1,9
2079,0,0,0,0,0,8,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),20.2,140.95,0.67,0,1
2080,0,0,0,1,1,53,1,1,Fiber optic,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),104.05,5566.4,3.47,1,8
2081,0,1,0,1,0,46,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Electronic check,94.65,4312.5,3.16,1,6
2082,0,0,0,0,0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.7,112.75,0.69,0,1
2083,1,0,0,1,1,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.2,777.3,3.14,1,5
2084,1,0,0,1,0,56,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,98.25,5508.35,3.28,1,6
2085,1,0,0,0,0,31,1,1,DSL,1,0,1,1,0,0,Month-to-month,0,Credit card (automatic),65.25,1994.3,2.17,1,6
2086,0,1,1,0,0,13,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,59.9,788.35,2.0,1,4
2087,0,1,0,1,1,40,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),110.1,4469.1,3.67,1,8
2088,0,0,1,1,0,59,1,1,Fiber optic,1,1,1,1,0,0,One year,1,Electronic check,94.05,5483.9,3.14,1,7
2089,0,0,0,1,1,50,1,0,Fiber optic,0,0,1,1,1,1,One year,0,Mailed check,103.05,5153.5,3.44,1,6
2090,1,0,0,1,1,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.4,36.55,0.81,1,1
2091,0,0,0,0,0,46,1,1,DSL,1,0,1,0,1,1,Two year,0,Mailed check,79.2,3593.8,2.64,1,7
2092,0,0,0,0,1,18,1,1,DSL,1,0,0,0,0,1,Month-to-month,0,Electronic check,64.8,1166.7,2.16,1,5
2093,0,0,0,0,0,35,0,0,DSL,0,0,1,1,0,0,Month-to-month,1,Mailed check,33.45,1175.85,1.12,1,3
2094,1,1,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,50.6,50.6,1.69,1,3
2095,1,1,0,0,1,4,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),80.8,332.45,2.69,1,4
2096,1,1,0,0,0,5,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.3,424.15,2.84,1,5
2097,0,0,0,1,1,69,1,1,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),64.15,4254.1,2.14,1,6
2098,1,1,0,1,1,17,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,80.85,1400.85,2.7,1,3
2099,1,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.2,20.2,0.67,0,1
2100,1,1,1,1,0,24,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,78.85,1772.25,2.63,1,4
2102,0,0,1,0,0,62,1,1,Fiber optic,0,0,0,0,1,0,One year,0,Electronic check,84.45,4959.15,2.82,1,4
2103,1,1,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.4,518.9,1.51,1,2
2104,0,1,0,0,0,23,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.85,473.9,0.7,0,1
2105,0,0,0,1,1,45,0,0,DSL,1,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),50.9,2333.85,1.7,1,4
2106,0,0,0,0,0,9,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),85.3,781.4,2.84,1,4
2107,1,1,0,1,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.35,307.4,2.68,1,3
2108,0,1,0,0,0,24,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Electronic check,85.95,2107.15,2.86,1,5
2109,0,0,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.95,1801.9,0.86,0,2
2110,1,1,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.15,98.5,1.5,1,2
2111,0,1,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,18.8,18.8,0.63,0,1
2112,1,0,0,0,0,10,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.6,1060.2,3.35,1,6
2113,0,0,0,0,0,2,0,0,DSL,0,1,0,0,1,1,Month-to-month,0,Electronic check,51.4,96.8,1.71,1,4
2114,0,0,0,0,0,67,1,0,DSL,1,1,0,1,0,0,One year,0,Credit card (automatic),60.5,3870.0,2.02,1,5
2115,0,0,0,1,1,7,1,0,DSL,1,1,1,0,1,0,One year,0,Electronic check,69.45,477.05,2.32,1,6
2116,0,0,0,0,0,13,1,1,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,78.75,995.35,2.62,1,7
2117,0,0,0,0,0,57,1,1,Fiber optic,0,1,0,1,0,1,One year,0,Electronic check,94.7,5468.95,3.16,1,6
2118,0,0,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),91.95,3301.05,3.06,1,5
2119,0,0,0,0,0,66,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.05,5965.95,3.0,1,9
2120,0,0,0,0,0,22,1,1,DSL,1,0,0,1,0,0,Month-to-month,1,Mailed check,59.05,1253.5,1.97,1,5
2121,1,0,0,1,1,17,1,1,Fiber optic,1,0,1,0,1,0,Month-to-month,0,Electronic check,94.4,1607.2,3.15,1,6
2122,1,0,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,74.45,2.48,1,3
2123,1,0,0,1,0,11,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.0,1078.9,3.13,1,5
2124,1,0,0,1,1,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),73.55,145.4,2.45,1,3
2125,0,0,0,0,0,3,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,95.4,293.15,3.18,1,5
2126,1,1,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),74.8,321.9,2.49,1,3
2127,0,0,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.75,1375.4,0.66,0,1
2128,0,1,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,Two year,1,Credit card (automatic),104.9,7732.65,3.5,1,8
2129,0,0,0,0,0,23,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.5,2341.55,3.12,1,5
2130,0,1,0,1,1,40,1,1,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,74.55,3015.75,2.48,1,6
2131,0,0,0,0,0,70,1,1,DSL,1,1,1,0,1,1,Two year,0,Mailed check,84.7,5991.05,2.82,1,8
2132,0,0,1,1,0,70,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,90.85,6470.1,3.03,1,5
2133,0,0,0,0,0,3,1,0,DSL,0,0,1,0,1,1,One year,1,Electronic check,69.95,220.45,2.33,1,5
2134,0,1,0,0,0,69,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Credit card (automatic),110.05,7430.75,3.67,1,8
2135,1,0,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,573.3,2.98,1,4
2136,0,1,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),92.0,6632.75,3.07,1,9
2137,0,0,0,1,0,67,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.15,5883.85,2.87,1,8
2139,1,0,1,1,0,40,1,0,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),99.2,4062.2,3.31,1,6
2140,0,0,0,1,1,19,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.9,467.7,0.83,0,2
2141,0,1,0,0,0,70,0,0,DSL,0,0,0,1,0,1,Two year,1,Mailed check,40.05,2799.75,1.34,1,3
2142,0,0,0,0,0,21,1,0,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),71.05,1524.85,2.37,1,6
2143,1,1,1,1,0,32,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.9,3351.55,3.5,1,7
2144,0,1,1,1,1,29,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,103.95,2964.8,3.47,1,6
2145,0,0,0,0,0,29,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.2,1993.25,2.47,1,3
2146,0,0,0,1,0,25,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,95.15,2395.7,3.17,1,5
2147,1,1,1,0,0,55,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,98.8,5617.75,3.29,1,6
2148,0,0,0,1,0,55,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),103.65,5676.65,3.46,1,7
2149,1,0,0,0,1,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),94.2,193.8,3.14,1,5
2150,0,0,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.7,39.85,0.69,0,1
2152,1,1,0,0,0,62,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,96.75,6125.4,3.22,1,6
2153,0,1,0,0,1,19,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.0,377.55,0.67,0,1
2155,0,0,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.65,158.95,0.69,0,1
2156,0,1,0,1,0,29,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),75.3,2263.4,2.51,1,3
2157,0,1,0,1,0,29,0,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,33.75,1009.25,1.12,1,2
2159,1,1,0,0,0,12,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),81.7,858.6,2.72,1,4
2160,0,0,0,0,1,50,1,0,DSL,1,0,1,1,1,0,One year,1,Credit card (automatic),70.8,3478.15,2.36,1,6
2161,0,1,0,1,1,67,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.2,7530.8,3.71,1,8
2162,1,0,0,1,1,33,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),86.15,2745.7,2.87,1,4
2163,0,0,0,1,1,37,1,0,DSL,1,1,0,0,1,1,One year,0,Bank transfer (automatic),75.1,2658.8,2.5,1,6
2164,0,0,0,1,0,64,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.0,1584.8,0.83,0,2
